"ids" "roc_1" "roc_2" "roc_3" "roc_4" "roc_5" "roc_6" "roc_7" "roc_8" "roc_9" "roc_10" "roc_11" "roc_12" "roc_13" "roc_14" "roc_15"
11 0.856983861992209 0.855453533667223 0.899693934335003 0.923622704507512 0.931135225375626 0.931274346132443 0.940317195325543 0.941291040623261 0.947829716193656 0.954785754034502 0.955063995548136 0.963132999443517 0.963550361713968 0.963967723984418 0.967445742904841
12 0.820393047232665 0.792663862731232 0.788364908623962 0.852663118323594 0.908382029999628 0.906632672051215 0.896564558752373 0.953883946849295 0.968585997692336 0.966780809171102 0.96603640153348 0.965775858860312 0.973424647336882 0.973406037145941 0.973499088100644
13 0.772967635066259 0.76710626911315 0.768189347604485 0.791571100917431 0.793068297655454 0.804217635066259 0.808677370030581 0.796604230377166 0.799694189602446 0.805810397553517 0.806861620795107 0.825082823649337 0.828268348623853 0.826357033639144 0.794884046890928
14 0.843786464410735 0.801487747957993 0.823949824970828 0.780192532088681 0.790548424737456 0.643961493582264 0.651108518086348 0.656359393232205 0.676925320886814 0.677654609101517 0.678383897316219 0.679842473745624 0.683926487747958 0.686843640606768 0.689177362893816
15 0.707814833250373 0.722000995520159 0.688651070184171 0.698108511697362 0.723245395719263 0.700846192135391 0.741911398705824 0.740915878546541 0.744897959183673 0.748631159780985 0.745146839223494 0.750622200099552 0.749377799900448 0.750622200099552 0.748133399701344
16 0.797736987679155 0.821775207442796 0.797485541865728 0.866884586371637 0.872315815941665 0.872617550917777 0.89057078199648 0.898667337188836 0.901785265275333 0.877596178023636 0.878903696253457 0.897812421423183 0.908171988936384 0.919839074679407 0.919889363842092
17 0.700989486703772 0.703463203463203 0.722789115646258 0.696660482374768 0.734384662956092 0.741805813234385 0.750773036487322 0.752473716759431 0.757575757575758 0.762987012987013 0.767006802721088 0.769635126777984 0.774891774891775 0.768089053803339 0.767779839208411
18 0.805794534412955 0.798076923076923 0.838942307692308 0.848810728744939 0.856148785425101 0.856148785425101 0.861968623481781 0.871204453441296 0.87246963562753 0.879428137651822 0.880946356275304 0.880187246963563 0.874240890688259 0.875126518218624 0.871837044534413
19 0.762090798868382 0.942206654991243 0.945170416273744 0.948673043243972 0.957025461403745 0.929678027751583 0.929947460595447 0.931159908392833 0.935201401050788 0.932507072612151 0.934393102519197 0.921729758857605 0.924828236562037 0.925636535093628 0.927118415734878
20 0.883597883597884 0.882621082621083 0.884086284086284 0.884818884818885 0.888319088319088 0.889133089133089 0.89027269027269 0.892633292633293 0.866341066341066 0.864957264957265 0.846805046805047 0.843793243793244 0.843793243793244 0.845095645095645 0.863410663410663
21 0.669781931464174 0.711059190031153 0.727414330218069 0.732866043613707 0.737538940809969 0.750778816199377 0.778816199376947 0.809190031152648 0.829439252336449 0.828660436137072 0.832554517133956 0.839563862928349 0.88006230529595 0.89018691588785 0.890965732087227
22 0.825745454545455 0.821018181818182 0.822036363636364 0.823854545454545 0.822181818181818 0.817818181818182 0.813236363636364 0.818109090909091 0.804072727272727 0.805272727272727 0.802 0.801490909090909 0.801418181818182 0.801854545454545 0.802145454545454
23 0.822945205479452 0.832876712328767 0.85 0.860958904109589 0.874315068493151 0.882876712328767 0.876712328767123 0.977054794520548 0.979452054794521 0.979794520547945 0.979794520547945 0.981164383561644 0.981164383561644 0.981164383561644 0.981164383561644
24 0.877206531332745 0.894215210355987 0.921484260076493 0.842361724036481 0.932038834951456 0.932406590173581 0.935697999411592 0.935422182994999 0.936543836422477 0.936598999705796 0.935992203589291 0.936139305678141 0.936268020005884 0.936268020005884 0.936268020005884
25 0.971994715984148 0.987054161162483 0.986261558784676 0.986261558784676 0.985733157199472 0.985733157199472 0.981770145310436 0.982298546895641 0.980977542932629 0.987582562747688 0.988639365918098 0.989696169088507 0.992338177014531 0.993130779392338 0.984940554821664
26 0.952018413597734 0.943873937677054 0.944865439093484 0.881975920679887 0.849539660056657 0.849185552407932 0.834879603399433 0.833888101983003 0.817882436260623 0.760587818696884 0.76235835694051 0.76306657223796 0.764128895184136 0.763774787535411 0.763987252124646
27 0.882403140467657 0.904932582351937 0.906468680662229 0.928656767366445 0.941798941798942 0.937873357228196 0.93958013312852 0.945553848779655 0.94589520395972 0.897764123570575 0.907151391022359 0.913807817033623 0.922512374125277 0.925243215565796 0.925925925925926
28 0.874577153265678 0.903460837887067 0.90736403851158 0.905802758261775 0.906062971636742 0.896695290137913 0.897215716887848 0.933125162633359 0.935467083008067 0.918813427010148 0.912047879260994 0.914650013010669 0.915690866510539 0.918813427010148 0.921155347384856
29 0.84855711900787 0.864297638922013 0.869782971619366 0.878130217028381 0.88194610064393 0.827331266396375 0.808013355592654 0.812783210112092 0.833293584545671 0.978535654662533 0.976150727402814 0.976389220128786 0.978535654662533 0.978535654662533 0.978535654662533
30 0.92521877486078 0.900556881463803 0.895783611774065 0.899761336515513 0.902943516308671 0.907716785998409 0.917263325377884 0.914876690533015 0.879077167859984 0.880668257756563 0.878281622911695 0.860779634049324 0.860779634049324 0.861575178997613 0.862370723945903
31 0.810866013071895 0.78921568627451 0.814133986928105 0.830065359477124 0.806372549019608 0.768382352941177 0.787173202614379 0.794117647058823 0.800653594771242 0.804738562091503 0.812908496732026 0.821078431372549 0.792483660130719 0.743464052287582 0.740196078431372
32 0.901529947916667 0.843098958333333 0.805501302083333 0.764811197916667 0.79296875 0.793782552083333 0.79052734375 0.890787760416667 0.891276041666667 0.881673177083333 0.877115885416667 0.876627604166667 0.957194010416667 0.9248046875 0.939778645833333
33 0.622198198198198 0.628396396396396 0.633225225225225 0.620468468468468 0.685045045045045 0.685261261261261 0.678342342342342 0.63409009009009 0.633801801801802 0.670558558558559 0.680504504504505 0.683603603603604 0.68627027027027 0.686342342342342 0.686846846846847
34 0.734830575256107 0.728920409771474 0.763199369582348 0.779747832939322 0.798266351457841 0.781323877068558 0.791568163908589 0.808904649330181 0.797872340425532 0.804570527974783 0.810086682427108 0.770291568163909 0.766745468873128 0.771867612293144 0.780929866036249
35 0.77759009009009 0.762237237237237 0.775187687687688 0.743205705705706 0.758746246246246 0.762875375375375 0.759459459459459 0.764076576576577 0.770495495495496 0.77210960960961 0.771621621621622 0.761636636636637 0.762274774774775 0.760998498498499 0.784684684684685
36 0.815336463223787 0.751173708920188 0.732394366197183 0.70735524256651 0.669796557120501 0.632237871674491 0.621283255086072 0.599374021909233 0.740219092331768 0.76056338028169 0.729264475743349 0.70735524256651 0.693270735524257 0.699530516431925 0.69170579029734
37 0.938480392156863 0.931862745098039 0.932843137254902 0.929901960784314 0.932107843137255 0.936274509803922 0.92328431372549 0.913725490196078 0.907598039215686 0.899509803921569 0.898039215686275 0.889460784313725 0.892401960784314 0.895343137254902 0.893137254901961
38 0.593516209476309 0.614713216957606 0.629675810473815 0.522443890274314 0.533665835411471 0.534912718204489 0.542394014962594 0.534912718204489 0.547381546134663 0.544887780548628 0.553615960099751 0.554862842892768 0.55860349127182 0.564837905236908 0.572319201995013
39 0.860924369747899 0.851680672268908 0.851680672268908 0.861764705882353 0.859663865546219 0.863025210084034 0.868487394957983 0.846218487394958 0.856302521008403 0.856302521008403 0.860084033613445 0.860504201680672 0.868487394957983 0.869327731092437 0.87436974789916
40 0.913157894736842 0.921052631578947 0.942269736842105 0.955427631578947 0.957730263157895 0.952796052631579 0.958388157894737 0.964144736842105 0.966282894736842 0.969572368421053 0.972532894736842 0.976973684210526 0.979276315789474 0.979605263157895 0.979769736842105
41 0.655339805825243 0.71777238403452 0.73705501618123 0.747842502696872 0.749460625674218 0.768473570658037 0.699433656957929 0.737594390507012 0.736245954692557 0.750943905070119 0.756607335490831 0.759708737864078 0.769417475728155 0.787216828478964 0.787891046386192
42 0.948242139748668 0.948584421299692 0.951616057894479 0.951616057894479 0.951591609212263 0.951200430296807 0.95543005232018 0.954696591853699 0.947655371375483 0.946481834629114 0.946555180675762 0.946652975404626 0.949684611999413 0.949684611999413 0.949537919906117
43 0.751668591965088 0.779200359389039 0.946765498652291 0.948081119240149 0.948594532152484 0.953054806828392 0.955878577846233 0.956199460916442 0.956680785521756 0.95680913874984 0.957001668591965 0.957226286741112 0.957354639969195 0.957835964574509 0.957900141188551
44 0.901578458681523 0.896626431445373 0.904054472299598 0.920767564221603 0.923243577839678 0.928814608480347 0.917053543794491 0.921696069328381 0.919529557412566 0.925410089755494 0.928814608480347 0.932838130609718 0.928195605075828 0.931290622098422 0.940575673166202
45 0.530060672917816 0.521166574738003 0.532335907335907 0.534817981246553 0.533439051296194 0.531646442360728 0.516271373414231 0.511445118587976 0.501585769442912 0.504895201323773 0.528681742967457 0.533507997793712 0.543022614451186 0.543712079426365 0.538265306122449
46 0.922063209819892 0.92302397613858 0.923956062865665 0.923999082253069 0.923999082253069 0.923554548583228 0.924529654697717 0.924543994493518 0.924543994493518 0.924902489388551 0.924902489388551 0.926250430193874 0.926953080188138 0.928128943443845 0.928128943443845
47 0.993006993006993 0.995337995337995 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.993006993006993 0.990675990675991 0.990675990675991 0.990675990675991 0.990675990675991 0.995337995337995
48 0.673203719357566 0.686559594251902 0.712087912087912 0.726627218934911 0.716483516483516 0.70312764158918 0.714285714285714 0.673541842772612 0.678275570583263 0.676754015215554 0.674218089602705 0.670160608622147 0.676246830092984 0.675401521555368 0.678782755705833
49 0.933969769291965 0.927605409705648 0.921241050119332 0.922036595067621 0.932378679395386 0.938743038981703 0.945107398568019 0.937947494033413 0.945107398568019 0.94431185361973 0.945902943516309 0.893396976929197 0.915672235481305 0.901352426412092 0.908512330946698
50 0.579113924050633 0.561533052039381 0.573488045007032 0.578762306610408 0.60126582278481 0.610407876230661 0.619901547116737 0.627285513361463 0.632911392405063 0.633614627285513 0.641701828410689 0.64521800281294 0.642405063291139 0.648382559774965 0.646976090014065
51 0.898589448828683 0.904505064313677 0.909525880817747 0.909463741999627 0.903734542968993 0.903858820605232 0.901870378425402 0.903672404150873 0.903088299260548 0.903349282296651 0.9039458149506 0.90498974709501 0.905101596967626 0.905151308022121 0.905250730131113
52 0.77722498618021 0.788682848384341 0.763706718930599 0.753002663450425 0.743102668475803 0.746117895371627 0.782300618121514 0.785165083672546 0.748027539072315 0.745364088647671 0.735665108799437 0.737423991155334 0.748077792853912 0.743906728981356 0.719835167596362
53 0.802479338842975 0.807355371900826 0.811818181818182 0.819173553719008 0.83702479338843 0.789421487603306 0.790413223140496 0.785454545454545 0.787107438016529 0.79900826446281 0.799752066115702 0.82495867768595 0.828925619834711 0.830743801652893 0.847685950413223
54 0.969313101205799 0.980316256024155 0.980113031528829 0.980083999458068 0.978013045077128 0.977858207366404 0.977858207366404 0.977867884723324 0.977867884723324 0.977906594151005 0.978032399790969 0.977964658292527 0.977974335649447 0.978022722434049 0.978013045077128
55 0.555940023068051 0.583621683967705 0.470588235294118 0.509803921568627 0.518454440599769 0.531141868512111 0.564590542099193 0.550173010380623 0.519607843137255 0.545559400230681 0.463667820069204 0.467704728950404 0.478085351787774 0.558823529411765 0.540369088811995
56 0.903183885640026 0.905133203378817 0.883690708252112 0.867446393762183 0.798895386614685 0.802469135802469 0.717673814165042 0.717673814165042 0.710201429499675 0.704353476283301 0.701429499675114 0.690708252111761 0.685510071474984 0.684535412605588 0.685185185185185
57 0.940738169617031 0.950410737012611 0.950457017239384 0.961448571097998 0.961448571097998 0.959111419645956 0.963299780168923 0.963299780168923 0.964456785838251 0.96452620617841 0.964572486405183 0.962860118014578 0.962883258127965 0.962906398241351 0.962929538354738
58 0.673203719357566 0.686559594251902 0.712087912087912 0.726627218934911 0.716483516483516 0.70312764158918 0.714285714285714 0.673541842772612 0.678275570583263 0.676754015215554 0.674218089602705 0.670160608622147 0.676246830092984 0.675401521555368 0.678782755705833
59 0.844616639477977 0.852773246329527 0.858075040783034 0.838703099510604 0.813621533442088 0.823205546492659 0.817699836867863 0.830138662316476 0.826060358890702 0.831973898858075 0.838295269168026 0.818719412724307 0.827691680261011 0.828099510603589 0.840130505709625
60 0.956777433708918 0.964584038096229 0.960888912019568 0.973067214863775 0.964089619818366 0.964271773920737 0.968383252231388 0.968044966041271 0.966041270915194 0.963543157511254 0.952275625178901 0.952665955398267 0.951755184886414 0.951781206901038 0.975513284238466
