"ids" "nef_1" "nef_2" "nef_3" "nef_4" "nef_5" "nef_6" "nef_7" "nef_8" "nef_9" "nef_10" "nef_11" "nef_12" "nef_13" "nef_14" "nef_15" "nef_16" "nef_17" "nef_18" "nef_19" "nef_20"
16 0.539878563342595 0.539878563342595 0.526345579911495 0.526345579911495 0.526345579911495 0.526345579911495 0.526345579911495 0.526345579911495 0.526345579911495 0.526345579911495 0.526345579911495 0.539878563342595 0.539878563342595 0.539878563342595 0.539878563342595 0.539878563342595 0.539878563342595 0.539878563342595 0.553411546773696 0.553411546773696
17 0.596632996632997 0.596632996632997 0.596632996632997 0.596632996632997 0.596632996632997 0.596632996632997 0.596632996632997 0.596632996632997 0.596632996632997 0.596632996632997 0.495791245791246 0.495791245791246 0.495791245791246 0.495791245791246 0.495791245791246 0.495791245791246 0.495791245791246 0.495791245791246 0.495791245791246 0.495791245791246
18 0.529998623916334 0.529998623916334 0.529998623916334 0.529998623916334 0.572726021742122 0.572726021742122 0.572726021742122 0.572726021742122 0.572726021742122 0.572726021742122 0.572726021742122 0.572726021742122 0.572726021742122 0.572726021742122 0.572726021742122 0.61545341956791 0.61545341956791 0.61545341956791 0.61545341956791 0.61545341956791
19 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777 0.487569464755777
20 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.577184720041863 0.577184720041863 0.577184720041863 0.577184720041863 0.577184720041863 0.63003663003663 0.63003663003663 0.63003663003663 0.63003663003663 0.63003663003663
21 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326 0.814862542955326
22 0.475272727272727 0.495454545454545 0.485363636363636 0.535818181818182 0.556 0.566090909090909 0.576181818181818 0.556 0.576181818181818 0.576181818181818 0.586272727272727 0.485363636363636 0.485363636363636 0.485363636363636 0.495454545454545 0.495454545454545 0.495454545454545 0.485363636363636 0.485363636363636 0.485363636363636
23 0.445386064030132 0.445386064030132 0.445386064030132 0.445386064030132 0.445386064030132 0.556308851224105 0.556308851224105 0.556308851224105 0.556308851224105 0.556308851224105 0.556308851224105 0.556308851224105 0.556308851224105 0.556308851224105 0.556308851224105 0.556308851224105 0.556308851224105 0.556308851224105 0.556308851224105 0.556308851224105
24 0.551202034211743 0.526722145168747 0.469602404068423 0.502242256125751 0.510402219140083 0.510402219140083 0.551202034211743 0.534882108183079 0.534882108183079 0.559361997226075 0.551202034211743 0.551202034211743 0.559361997226075 0.485922330097087 0.485922330097087 0.485922330097087 0.494082293111419 0.494082293111419 0.494082293111419 0.485922330097087
25 0.888921282798834 0.888921282798834 0.888921282798834 0.888921282798834 0.888921282798834 0.888921282798834 0.777842565597668 0.777842565597668 0.777842565597668 0.777842565597668 0.777842565597668 0.777842565597668 0.777842565597668 0.777842565597668 0.777842565597668 0.777842565597668 0.777842565597668 0.777842565597668 0.777842565597668 0.777842565597668
26 0.66697247706422 0.639220183486239 0.639220183486239 0.639220183486239 0.639220183486239 0.694724770642202 0.66697247706422 0.66697247706422 0.66697247706422 0.694724770642202 0.750229357798165 0.750229357798165 0.805733944954128 0.805733944954128 0.805733944954128 0.805733944954128 0.805733944954128 0.83348623853211 0.83348623853211 0.83348623853211
27 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594 0.52406015037594
28 0.568560927339553 0.568560927339553 0.568560927339553 0.568560927339553 0.568560927339553 0.568560927339553 0.568560927339553 0.568560927339553 0.568560927339553 0.568560927339553 0.568560927339553 0.568560927339553 0.568560927339553 0.691829233813967 0.691829233813967 0.691829233813967 0.691829233813967 0.691829233813967 0.691829233813967 0.691829233813967
29 0.445054945054945 0.445054945054945 0.445054945054945 0.445054945054945 0.445054945054945 0.445054945054945 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246 0.603610675039246
30 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.629824561403509 0.814912280701754 0.814912280701754 0.814912280701754 0.814912280701754
