Molecule Name,SMILES,rdkit_smiles,PUBCHEM_CID,"alquist--24 hours 10 uM screen, 1A and 2B: 1A (OD)","alquist--24 hours 10 uM screen, 1A and 2B: 2B (OD)","alquist--24 hours 1 uM screen, 1A and 2B: 1A (OD)","alquist--24 hours 1 uM screen, 1A and 2B: 2B (OD)",alquist--KBA01: 1A % negative control (%),alquist--KBA01: 2B % negative control (%),hoskins--AFUMSF3B1: OD600 % negative control (%),hull--10h Germination-FDA 4 plates: NanoLuc % negative control (%),hull--10h Germination-FDA 4 plates: OD600 % negative control (%),hull--12h Yeast 9-30-16: OD600 % negative control (%),hull--22h Germination 10-6-16: OD600 % inhibition (%),hull--22h Germination 10-6-16: OD600 % negative control (%),hull--22h Germination 9-30-16: OD600 % inhibition (%),hull--22h Germination 9-30-16: OD600 % negative control (%),hull--OD600 measurement: OD600,hull--Selleck-FDA: Nano Glo (LUC),hull--Selleck-FDA for yeast construct: Nano Glo (LUC),hull--Copy of Selleck-FDA-1 for 06-2015 NanoLuc+OD: Nano Glo (LUC),hull--Copy of Selleck-FDA-1 for 06-2015 NanoLuc+OD: OD600,keck--AlphaScreen KpnDnaG: Intensity (Counts),keck--AlphaScreen KpnPriA: Intensity (Counts),keck--FDA primary screen: OD600 % negative control (%),keck--FP KpnDnaG: FP (mP),keck--FP KpnPriA: FP (mP),keck--KpnPriA Alphascreen - AV: Intensity % negative control (%),senes--Alpha screen raw: Alpha (Rlu),xing--MTDH-SND1 for FDA: RATIO
SMSSF-0393740,CC1=CC=C2C(Cl)=CC(Cl)=C(O)C2=N1,Cc1ccc2c(Cl)cc(Cl)c(O)c2n1,6301,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0398476,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1,CCCCCCCCCCCCCCCC[n+]1ccccc1,2683,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0399716,CN1C(CCl)NC2=CC(Cl)=C(C=C2S1(=O)=O)S(N)(=O)=O,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,4121,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0403055,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,OC[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,5780,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0403112,CC1(C)[C@@H](N2[C@@H](CC2=O)S1(=O)=O)C(O)=O,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,130313,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0403366,NC1=C2N=CN=C2N=CN1,Nc1[nH]cnc2ncnc1-2,190,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0403462,OC(=O)C1=CC=CC=C1,O=C(O)c1ccccc1,243,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0404027,CN1CCCC1C1=CC=CN=C1,CN1CCCC1c1cccnc1,942,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0404385,COC1=C2C=CC(=O)OC2=CC2=C1C=CO2,COc1c2ccoc2cc2oc(=O)ccc12,2355,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
SMSSF-0407812,CCN1C=C(C(O)=O)C(=O)C2=CC(F)=C(N=C12)N1CCNCC1,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)nc21,3229,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0407813,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(O)=O)C3=CC=CC=C3)C(=O)N2[C@H]1C(O)=O,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)O)c3ccccc3)C(=O)N2[C@H]1C(=O)O,20824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0407815,CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C,CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C,657201,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0407820,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@]12C,CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](Cl)C[C@@]21C,5388959,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
SMSSF-0407826,CNC[C@H](O)C1=CC=C(O)C(O)=C1,CNC[C@H](O)c1ccc(O)c(O)c1,5816,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0407828,COC1=CC2=C(CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@H]23)C=C1O,COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,66414,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0407838,CC1=C(NC2=NC=CC=C2C(O)=O)C=CC=C1C(F)(F)F,Cc1c(Nc2ncccc2C(=O)O)cccc1C(F)(F)F,38081,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0407843,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,6251,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0407886,OC[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=CC(=O)NC1=O,O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1,6029,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0407887,OC(=O)C1=CC=CC=C1O,O=C(O)c1ccccc1O,338,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0407898,CNC[C@H](O)C1=CC=CC(O)=C1,CNC[C@H](O)c1cccc(O)c1,6041,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0407903,CC(CC1=CC=C(O)C(O)=C1)(NN)C(O)=O,CC(Cc1ccc(O)c(O)c1)(NN)C(=O)O,2563,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0407905,COC1=CC=C(C=C1)C1C(=O)C2=CC=CC=C2C1=O,COc1ccc(C2C(=O)c3ccccc3C2=O)cc1,2197,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0407907,NC(=O)C1=C(O)N(C=N1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,NC(=O)c1ncn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1O,104762,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0407910,CN1[C@H]2CC[C@@H]1C[C@@H](C2)OC(=O)C(CO)C1=CC=CC=C1,CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2,174174,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0407921,CC1=CC(C(C#N)C2=CC=C(Cl)C=C2)=C(Cl)C=C1NC(=O)C1=CC(I)=CC(I)=C1O,Cc1cc(C(C#N)c2ccc(Cl)cc2)c(Cl)cc1NC(=O)c1cc(I)cc(I)c1O,42574,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0407990,C[N+](C)(C)CC(O)CC(O)=O,C[N+](C)(C)CC(O)CC(=O)O,85,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0407991,CN1CC(=O)N=C1N,CN1CC(=O)N=C1N,588,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408000,NC1=CC(=NC(N)=[N+]1[O-])N1CCCCC1,Nc1cc(N2CCCCC2)nc(N)[n+]1[O-],4201,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
SMSSF-0408068,OC1=CC=C(C=C1)C1=COC2=CC(O)=CC=C2C1=O,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,5281708,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408073,CC(C)(S)[C@@H](N)C(O)=O,CC(C)(S)[C@@H](N)C(=O)O,5852,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408074,COC1=CC=C(C=C1)C(=O)N1CCCC1=O,COc1ccc(C(=O)N2CCCC2=O)cc1,2196,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0408086,COC(=O)[C@H](CC1=CC=CC=C1)NC(=O)[C@@H](N)CC(O)=O,COC(=O)[C@H](Cc1ccccc1)NC(=O)[C@@H](N)CC(=O)O,134601,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408093,NCCS(O)(=O)=O,NCCS(=O)(=O)O,1123,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408100,C[C@H](C(O)=O)C1=CC=C(C(F)=C1)C1=CC=CC=C1,C[C@H](C(=O)O)c1ccc(-c2ccccc2)c(F)c1,72099,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0408105,COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CCN3C[C@@H]4C=C)C2=C1,C=C[C@H]1CN2CC[C@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,3034034,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408114,CC(=O)NC1=CC=CC=C1,CC(=O)Nc1ccccc1,904,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408127,CCOC1=CC=CC=C1O[C@@H]([C@H]1CNCCO1)C1=CC=CC=C1,CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,127151,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408158,[H][C@]1(COP(O)(=O)OP([O-])(=O)OP(O)([O-])=O)O[C@@]([H])(N2C=NC3=C(N)N=CN=C23)[C@]([H])(O)[C@]1([H])O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)([O-])OP(=O)([O-])O)[C@@H](O)[C@H]1O,16654697,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408167,C[N+]1(C)[C@H]2C[C@@H](C[C@@H]1[C@H]1O[C@@H]21)OC(=O)[C@H](CO)C1=CC=CC=C1,C[N+]1(C)[C@H]2C[C@H](OC(=O)[C@H](CO)c3ccccc3)C[C@@H]1[C@H]1O[C@@H]21,657297,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408243,CC(=O)OC1=CC=CC=C1C(O)=O,CC(=O)Oc1ccccc1C(=O)O,2244,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408246,CCCC1=NN(C)C2=C(O)N=C(N=C12)C1=CC(=CC=C1OCC)S(=O)(=O)N1CCN(C)CC1,CCCc1nn(C)c2c(O)nc(-c3cc(S(=O)(=O)N4CCN(C)CC4)ccc3OCC)nc12,135398744,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0408279,CCCC(=O)O[C@@]1(CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)COC(C)=O,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,443936,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408281,NC1=CC=C(C(O)=O)C(O)=C1,Nc1ccc(C(=O)O)c(O)c1,4649,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408283,O=C1OC2=CC=CC=C2C=C1,O=c1ccc2ccccc2o1,323,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408335,C[C@H]1O[C@H]([C@H](O)[C@@H]1O)N1C=C(F)C(=O)NC1=O,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,18343,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408370,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(F)C(=O)NC1=O,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1F,5790,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0408373,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(=O)OCC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,5952,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408417,C1N2CN3CN1CN(C2)C3,C1N2CN3CN1CN(C2)C3,4101,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0408426,CC(C(O)=O)C1=CC=C2C(NC3=CC=C(Cl)C=C23)=C1,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,2581,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439133,COC1=CC2=C3C=C1OC1=C4OCOC4=CC4=C1[C@H](CC1=CC=C(OC5=C(OC)C=CC(C[C@H]3N(C)CC2)=C5)C=C1)N(C)CC4,COc1ccc2cc1Oc1ccc(cc1)C[C@H]1c3c(cc4c(c3Oc3cc5c(cc3OC)CCN(C)[C@@H]5C2)OCO4)CCN1C,10206,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439136,OC(=O)C1=NN(CC2=CC=C(Cl)C=C2Cl)C2=CC=CC=C12,O=C(O)c1nn(Cc2ccc(Cl)cc2Cl)c2ccccc12,39562,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439160,NC[C@H](O)C1=CC=C(O)C(O)=C1,NC[C@H](O)c1ccc(O)c(O)c1,439260,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439182,NC(=O)C1=CN(CC2=C(F)C=CC=C2F)N=N1,NC(=O)c1cn(Cc2c(F)cccc2F)nn1,129228,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0439187,CCN(CC)CCOC1=CC=C(C=C1)C(=C(/Cl)C1=CC=CC=C1)\C1=CC=CC=C1,CCN(CC)CCOc1ccc(/C(=C(\Cl)c2ccccc2)c2ccccc2)cc1,1548955,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439189,CCCCCCCCCCCCCCCC[N+](C)(C)C,CCCCCCCCCCCCCCCC[N+](C)(C)C,2681,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439191,OC1=CC=C2SC(=O)OC2=C1,O=c1oc2cc(O)ccc2s1,72139,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439215,NC1=NC(=O)N(C=C1)[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)n1,6175,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439243,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=C(Cl)S2)S1(=O)=O,CN1C(C(=O)Nc2ccccn2)=C(O)c2sc(Cl)cc2S1(=O)=O,54690031,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439262,CC(C)(C)CC(C)(C)C1=CC=C(O)C(CC2=CC=C(Cl)C=C2Cl)=C1,CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,2799,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439285,OC(=O)C1=CN(C2=CC=C(F)C=C2)C2=CC(N3CCNCC3)=C(F)C=C2C1=O,O=C(O)c1cn(-c2ccc(F)cc2)c2cc(N3CCNCC3)c(F)cc2c1=O,56208,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439309,NC1=NC=NC2=C1N=CN2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,60961,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0439313,CCCC1=CC(=CC=N1)C(N)=S,CCCc1cc(C(N)=S)ccn1,666418,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439316,C[C@H]1O[C@H]1P([O-])([O-])=O,C[C@H]1O[C@H]1P(=O)([O-])[O-],22788331,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439318,OC1=CC2=C3C(OC(=O)C4=C3C(OC2=O)=C(O)C(O)=C4)=C1O,O=c1oc2c(O)c(O)cc3c(=O)oc4c(O)c(O)cc1c4c23,5281855,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0439332,C[C@@H](NCCC1=CC=C(O)C=C1)[C@@H](O)C1=CC=C(O)C=C1,C[C@@H](NCCc1ccc(O)cc1)[C@@H](O)c1ccc(O)cc1,688570,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439342,OC1=C(Br)C=C(Br)C2=CC=CN=C12,Oc1c(Br)cc(Br)c2cccnc12,2453,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439369,CC(=C)[C@@H]1[C@H]2OC(=O)[C@H]1[C@]1(O)C[C@H]3O[C@]33C(=O)O[C@H]2[C@]13C,C=C(C)[C@@H]1[C@H]2OC(=O)[C@H]1[C@]1(O)C[C@H]3O[C@]34C(=O)O[C@H]2[C@@]41C,7098683,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
SMSSF-0439420,CC(=O)N[C@@H](CS)C(O)=O,CC(=O)N[C@@H](CS)C(=O)O,12035,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0439428,OC(=O)CCNC(=O)C1=CC=CC=C1,O=C(O)CCNC(=O)c1ccccc1,71651,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439436,NCCS,NCCS,6058,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439477,NC1=NC(=O)N(C=N1)[C@H]1C[C@H](O)[C@@H](CO)O1,Nc1ncn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)n1,451668,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0439497,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,443953,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439499,OC(=O)C1=CC(=NC2=CC=CC=C12)C1=CC=CC=C1,O=C(O)c1cc(-c2ccccc2)nc2ccccc12,8593,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439501,CCCCC1C(=O)N(N(C1=O)C1=CC=CC=C1)C1=CC=CC=C1,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,4781,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0439502,CCOC1=CC=C2N=C(SC2=C1)S(N)(=O)=O,CCOc1ccc2nc(S(N)(=O)=O)sc2c1,3295,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439507,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)F,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,6256,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0439532,COC1=CC=C(C=C1)C(=O)CC(=O)C1=CC=C(C=C1)C(C)(C)C,COc1ccc(C(=O)CC(=O)c2ccc(C(C)(C)C)cc2)cc1,51040,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0439534,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\C(\C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)C(=O)/C=C/C(C)=C/[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,5280440,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
SMSSF-0443841,CNC(=O)C1=CC(OC2=CC(F)=C(NC(=O)NC3=CC=C(Cl)C(=C3)C(F)(F)F)C=C2)=CC=N1,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,11167602,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0443856,CN1CCN(CC2=CC=C(C=C2)C(=O)NC2=CC(NC3=NC(=CS3)C3=CC=CN=C3)=C(C)C=C2)CC1,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,10074640,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0443862,CC1=CN(C=N1)C1=CC(NC(=O)C2=CC=C(C)C(NC3=NC=CC(=N3)C3=CN=CC=C3)=C2)=CC(=C1)C(F)(F)F,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1,644241,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
SMSSF-0443871,NC1=C2C(=NC=N1)N(N=C2C1=CC=C(OC2=CC=CC=C2)C=C1)C1CCCN(C1)C(=O)C=C,C=CC(=O)N1CCCC(n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1,16126651,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
